id,maker,model,mileage,manufacture_year,engine_displacement,engine_power,color_slug,transmission,door_count,seat_count,fuel_type,price_eur
3540067,fiat,sedici,197867.0,2007.0,1586.0,79.0,black,man,5.0,5.0,lpg,1295.34
3540069,bmw,x6,182300.0,2009.0,2993.0,210.0,black,auto,5.0,4.0,diesel,1295.34
3540070,peugeot,508,241014.0,2012.0,1997.0,120.0,blue,man,5.0,5.0,diesel,1295.34
3540072,opel,insignia,46204.0,2014.0,1956.0,143.0,black,auto,5.0,5.0,diesel,1295.34
3540073,bmw,320d,141000.0,2012.0,1995.0,145.0,blue,auto,4.0,5.0,diesel,1295.34
3540074,peugeot,307,73146.0,2005.0,1997.0,100.0,blue,man,5.0,5.0,diesel,1295.34
3540076,volvo,xc70,271118.0,2006.0,2401.0,136.0,black,auto,5.0,5.0,diesel,1295.34
3540077,ford,s-max,14000.0,2016.0,1997.0,132.0,blue,auto,5.0,5.0,diesel,1295.34
3540079,skoda,octavia,88807.0,2009.0,1400.0,90.0,blue,man,5.0,5.0,gasoline,1295.34
3540080,skoda,fabia,166606.0,2010.0,1600.0,66.0,black,man,5.0,5.0,diesel,1295.34
3540081,volkswagen,tiguan,117000.0,2011.0,1968.0,81.0,white,man,5.0,5.0,diesel,1295.34
3540082,ford,focus,144123.0,2011.0,1560.0,80.0,brown,man,5.0,5.0,diesel,1295.34
3540084,volkswagen,golf,209000.0,2003.0,1390.0,55.0,silver,man,4.0,5.0,gasoline,1295.34
3540085,volvo,v70,360000.0,1998.0,2461.0,103.0,green,auto,5.0,5.0,diesel,1295.34
3540086,lexus,ct-200h,25000.0,2015.0,1798.0,73.0,red,auto,5.0,5.0,gasoline,1295.34
3540089,ford,s-max,18000.0,2016.0,1997.0,110.0,silver,man,5.0,7.0,diesel,1295.34
3540090,kia,venga,77145.0,2010.0,1400.0,66.0,blue,man,5.0,5.0,gasoline,1295.34
3540091,peugeot,207,155253.0,2008.0,1400.0,50.0,white,man,3.0,5.0,diesel,1295.34
3540093,ford,s-max,135000.0,2013.0,1997.0,120.0,white,auto,5.0,5.0,diesel,1295.34
3540094,mercedes-benz,a170-cdi,154167.0,2003.0,1700.0,70.0,black,man,5.0,5.0,gasoline,1295.34
3540095,ford,fiesta,60954.0,2010.0,1200.0,44.0,violet,man,5.0,5.0,gasoline,1295.34
3540096,skoda,rapid,43933.0,2014.0,1200.0,63.0,black,man,5.0,5.0,gasoline,1295.34
3540098,volkswagen,new-beetle,167329.0,2002.0,1900.0,66.0,red,man,3.0,4.0,diesel,1295.34
3540100,skoda,octavia,136928.0,2000.0,1600.0,55.0,green,man,5.0,5.0,gasoline,1295.34
3540101,opel,astra,117480.0,2005.0,1400.0,66.0,silver,man,5.0,5.0,gasoline,1295.34
3540102,fiat,panda,30328.0,2012.0,1200.0,51.0,yellow,man,5.0,4.0,gasoline,1295.34
3540104,skoda,fabia,227115.0,2004.0,1200.0,40.0,red,man,5.0,5.0,gasoline,1295.34
3540105,volkswagen,touran,157796.0,2010.0,1600.0,77.0,red,man,5.0,5.0,diesel,1295.34
3540106,renault,scenic,159982.0,2002.0,1900.0,75.0,silver,man,5.0,5.0,diesel,1295.34
3540107,citroen,c3,63750.0,2008.0,1100.0,44.0,beige,man,5.0,5.0,gasoline,1295.34
3540108,volkswagen,touran,104078.0,2014.0,1600.0,77.0,blue,auto,5.0,5.0,diesel,1295.34
3540109,skoda,fabia,72379.0,2006.0,1200.0,47.0,red,man,5.0,5.0,gasoline,1295.34
3540110,renault,scenic,190836.0,2006.0,1500.0,70.0,blue,man,5.0,5.0,diesel,1295.34
3540111,skoda,fabia,68326.0,2006.0,1200.0,47.0,red,man,4.0,5.0,gasoline,1295.34
3540112,opel,corsa,85000.0,2012.0,998.0,48.0,white,man,5.0,5.0,gasoline,1295.34
3540115,volkswagen,touran,75635.0,2009.0,1400.0,103.0,white,man,5.0,5.0,gasoline,1295.34
3540116,hyundai,santa-fe,156000.0,2007.0,2200.0,114.0,black,man,5.0,5.0,diesel,1295.34
3540119,honda,cr-v,194013.0,2001.0,2000.0,108.0,silver,man,5.0,5.0,gasoline,1295.34
3540120,hyundai,ix35,48528.0,2011.0,2000.0,120.0,white,man,5.0,5.0,gasoline,1295.34
3540121,mitsubishi,l200,380000.0,1998.0,2477.0,73.0,red,man,4.0,5.0,diesel,1295.34
3540122,mercedes-benz,b180-cdi,17500.0,2015.0,1461.0,80.0,white,man,5.0,5.0,diesel,1295.34
3540123,skoda,octavia,106748.0,2014.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3540124,ford,c-max,155740.0,2006.0,1560.0,80.0,silver,man,5.0,5.0,diesel,1295.34
3540128,skoda,yeti,41655.0,2011.0,1200.0,77.0,red,man,5.0,5.0,gasoline,1295.34
3540129,citroen,c4-picasso,71800.0,2009.0,1598.0,88.0,silver,man,5.0,5.0,gasoline,1295.34
3540130,volkswagen,golf,179000.0,1999.0,1596.0,74.0,silver,man,5.0,5.0,gasoline,1295.34
3540131,bmw,330xd,231000.0,2013.0,1995.0,105.0,black,man,5.0,5.0,diesel,1295.34
3540133,renault,thalia,111806.0,2006.0,1149.0,55.0,red,man,4.0,5.0,gasoline,1295.34
3540134,peugeot,206,46902.0,2006.0,1360.0,55.0,red,man,5.0,5.0,gasoline,1295.34
3540135,peugeot,406,248900.0,2001.0,1997.0,66.0,red,man,4.0,5.0,diesel,1295.34
3540136,skoda,octavia,121949.0,2013.0,1968.0,103.0,green,man,5.0,5.0,diesel,1295.34
3540137,citroen,xsara-picasso,150264.0,2006.0,1587.0,80.0,blue,man,5.0,5.0,gasoline,1295.34
3540138,mercedes-benz,a140-cdi,169350.0,2005.0,1992.0,80.0,black,man,5.0,5.0,diesel,1295.34
3540139,audi,s5,141671.0,2009.0,4163.0,260.0,white,auto,2.0,4.0,gasoline,1295.34
3540140,renault,scenic,90889.0,2009.0,1870.0,96.0,brown,man,5.0,5.0,diesel,1295.34
3540141,volkswagen,golf,105552.0,2011.0,1598.0,77.0,black,man,5.0,5.0,diesel,1295.34
3540142,volkswagen,passat,195000.0,2007.0,1968.0,125.0,blue,auto,5.0,5.0,diesel,1295.34
3540143,volkswagen,passat,172800.0,2004.0,1896.0,96.0,black,man,5.0,5.0,diesel,1295.34
3540144,skoda,yeti,209187.0,2010.0,1968.0,125.0,white,man,5.0,5.0,diesel,1295.34
3540145,ford,fusion,126468.0,2003.0,1388.0,59.0,silver,man,5.0,5.0,gasoline,1295.34
3540146,peugeot,306,155000.0,1999.0,1997.0,66.0,silver,man,5.0,5.0,diesel,1295.34
3540147,hyundai,i30,7900.0,2016.0,1591.0,88.0,blue,man,5.0,5.0,gasoline,1295.34
3540148,mercedes-benz,viano,267000.0,2005.0,2148.0,110.0,silver,auto,4.0,6.0,diesel,1295.34
3540149,ford,mustang,6100.0,2016.0,4950.0,310.0,red,man,2.0,4.0,gasoline,1295.34
3540153,skoda,octavia,179000.0,2008.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3540154,opel,astra,138300.0,2006.0,1686.0,74.0,silver,man,5.0,5.0,diesel,1295.34
3540155,ford,focus,98985.0,2011.0,1560.0,85.0,red,man,5.0,5.0,diesel,1295.34
3540156,opel,corsa,218000.0,2005.0,998.0,44.0,blue,man,3.0,5.0,lpg,1295.34
3540157,opel,corsa,104000.0,2007.0,1229.0,59.0,blue,man,5.0,5.0,gasoline,1295.34
3540158,citroen,ds3,20470.0,2014.0,1598.0,152.0,white,man,3.0,5.0,gasoline,1295.34
3540161,skoda,fabia,50750.0,2014.0,1197.0,63.0,blue,man,5.0,5.0,gasoline,1295.34
3540163,skoda,fabia,160453.0,2004.0,1390.0,74.0,silver,man,5.0,5.0,gasoline,1295.34
3540164,skoda,rapid,45800.0,2013.0,1197.0,63.0,white,man,5.0,5.0,gasoline,1295.34
3540165,hyundai,i10,115500.0,2011.0,1086.0,51.0,white,man,5.0,5.0,gasoline,1295.34
3540166,skoda,superb,127000.0,2003.0,2496.0,120.0,black,man,5.0,5.0,diesel,1295.34
3540167,audi,a4,195000.0,2009.0,1968.0,125.0,black,man,5.0,5.0,diesel,1295.34
3540168,ford,focus,48540.0,2011.0,1596.0,77.0,white,man,5.0,5.0,gasoline,1295.34
3540169,nissan,qashqai,116500.0,2007.0,1461.0,78.0,black,man,5.0,5.0,diesel,1295.34
3540170,mazda,2,0.0,2017.0,1998.0,88.0,blue,man,4.0,5.0,gasoline,1295.34
3540171,peugeot,5008,35378.0,2014.0,1997.0,110.0,white,man,5.0,5.0,diesel,1295.34
3540173,audi,a6,256913.0,2008.0,3123.0,188.0,blue,auto,4.0,5.0,gasoline,1295.34
3540177,renault,clio,22100.0,2015.0,1618.0,162.0,white,auto,5.0,5.0,gasoline,1295.34
3540178,volkswagen,passat,219600.0,2010.0,1968.0,103.0,silver,man,5.0,5.0,diesel,1295.34
3540179,renault,espace,194000.0,2008.0,1995.0,110.0,silver,man,5.0,5.0,diesel,1295.34
3540181,chevrolet,orlando,110809.0,2014.0,1796.0,104.0,white,man,5.0,7.0,gasoline,1295.34
3540182,bmw,525d,294000.0,2006.0,2497.0,130.0,black,auto,5.0,5.0,diesel,1295.34
3540183,bmw,525xi,289000.0,2007.0,2993.0,173.0,blue,auto,5.0,5.0,diesel,1295.34
3540186,opel,astra,9.0,2017.0,1399.0,92.0,white,man,5.0,5.0,gasoline,1295.34
3540187,volkswagen,polo,190000.0,2001.0,1390.0,44.0,black,man,3.0,5.0,gasoline,1295.34
3540189,bmw,330xd,160700.0,2003.0,1796.0,85.0,silver,man,5.0,5.0,gasoline,1295.34
3540190,honda,civic,10.0,2017.0,1798.0,104.0,blue,man,5.0,5.0,gasoline,1295.34
3540191,fiat,panda,180473.0,2004.0,1108.0,40.0,blue,man,5.0,5.0,gasoline,1295.34
3540192,bmw,m3,1.0,2017.0,2979.0,317.0,yellow,auto,4.0,5.0,gasoline,1295.34
3540194,volkswagen,passat,209000.0,2006.0,1996.0,103.0,brown,man,5.0,5.0,diesel,1295.34
3540195,mazda,323,205000.0,1997.0,1489.0,65.0,red,man,4.0,5.0,gasoline,1295.34
3540196,fiat,punto,90000.0,2000.0,1242.0,44.0,silver,man,5.0,5.0,gasoline,1295.34
3540197,skoda,octavia,267550.0,2004.0,1896.0,66.0,silver,man,5.0,5.0,diesel,1295.34
3540198,mercedes-benz,c200-cdi,273678.0,2005.0,2148.0,110.0,black,auto,4.0,5.0,diesel,1295.34
3540199,nissan,almera-tino,221900.0,2001.0,2184.0,84.0,green,man,5.0,5.0,diesel,1295.34
3540200,skoda,octavia,104636.0,2010.0,1896.0,74.0,brown,man,5.0,5.0,diesel,1295.34
3540201,ford,fiesta,155000.0,2006.0,1296.0,51.0,blue,man,5.0,5.0,diesel,1295.34
3540202,nissan,micra,159420.0,1997.0,998.0,40.0,red,auto,3.0,5.0,gasoline,1295.34
3540203,fiat,idea,150000.0,2004.0,1248.0,51.0,blue,man,5.0,5.0,diesel,1295.34
3540205,volkswagen,passat,179000.0,2007.0,1996.0,103.0,black,auto,5.0,5.0,diesel,1295.34
3540206,volkswagen,caddy,99100.0,2011.0,1984.0,80.0,violet,man,5.0,5.0,gasoline,1295.34
3540208,kia,rio,86000.0,2006.0,1399.0,71.0,black,man,5.0,5.0,gasoline,1295.34
3540209,bmw,330xd,212260.0,2003.0,1796.0,85.0,black,man,5.0,5.0,gasoline,1295.34
3540210,citroen,c4,85376.0,2009.0,1400.0,65.0,white,man,5.0,5.0,gasoline,1295.34
3540212,mercedes-benz,gla200-cdi,6000.0,2016.0,2143.0,100.0,red,auto,5.0,5.0,diesel,1295.34
3540214,fiat,500,3000.0,2014.0,1242.0,51.0,white,man,3.0,4.0,gasoline,1295.34
3540215,peugeot,307,94945.0,2003.0,1587.0,80.0,silver,man,5.0,5.0,gasoline,1295.34
3540216,peugeot,107,28950.0,2011.0,998.0,50.0,yellow,auto,5.0,4.0,gasoline,1295.34
3540217,bmw,330xd,278000.0,2002.0,1995.0,110.0,black,man,5.0,5.0,diesel,1295.34
3540218,peugeot,308,109000.0,2009.0,1598.0,88.0,red,man,5.0,5.0,gasoline,1295.34
3540219,peugeot,308,98183.0,2008.0,1397.0,70.0,blue,man,5.0,5.0,gasoline,1295.34
3540220,alfa-romeo,gt,162000.0,2004.0,1910.0,110.0,silver,man,2.0,5.0,diesel,1295.34
3540221,citroen,c5,182360.0,2004.0,1997.0,80.0,red,man,5.0,5.0,diesel,1295.34
3540222,ford,focus,181822.0,2011.0,1560.0,85.0,blue,man,5.0,5.0,diesel,1295.34
3540223,peugeot,partner,168000.0,2003.0,1997.0,66.0,green,man,5.0,5.0,diesel,1295.34
3540224,skoda,citigo,27430.0,2014.0,999.0,44.0,red,man,3.0,4.0,gasoline,1295.34
3540225,skoda,felicia,203000.0,1997.0,1598.0,55.0,blue,man,5.0,5.0,lpg,1295.34
3540226,bmw,x5,15000.0,2017.0,2993.0,190.0,black,auto,5.0,5.0,diesel,1295.34
3540228,renault,megane,145500.0,2011.0,1870.0,96.0,black,man,5.0,5.0,diesel,1295.34
3540230,skoda,roomster,120400.0,2010.0,1197.0,63.0,silver,man,5.0,5.0,gasoline,1295.34
3540234,renault,megane,135000.0,2012.0,1598.0,81.0,blue,man,5.0,5.0,gasoline,1295.34
3540235,volkswagen,golf,195000.0,2008.0,1896.0,77.0,white,man,5.0,5.0,diesel,1295.34
3540237,renault,thalia,115554.0,2003.0,1390.0,55.0,red,man,4.0,5.0,gasoline,1295.34
3540238,skoda,octavia,239000.0,2009.0,1896.0,77.0,silver,man,5.0,5.0,diesel,1295.34
3540239,suzuki,baleno,71911.0,2000.0,1298.0,62.0,green,man,4.0,5.0,gasoline,1295.34
3540240,skoda,octavia,168650.0,2011.0,1598.0,77.0,black,man,5.0,5.0,diesel,1295.34
3540241,renault,megane,205604.0,2007.0,1870.0,96.0,silver,man,5.0,5.0,diesel,1295.34
3540242,toyota,rav4,194000.0,1998.0,1998.0,95.0,green,man,4.0,4.0,gasoline,1295.34
3540245,suzuki,alto,147700.0,2003.0,1061.0,46.0,red,man,5.0,5.0,gasoline,1295.34
3540246,alfa-romeo,159,214000.0,2007.0,1910.0,110.0,black,auto,4.0,5.0,diesel,1295.34
3540247,citroen,c4-picasso,105000.0,2013.0,1560.0,85.0,brown,man,5.0,5.0,diesel,1295.34
3540248,mercedes-benz,s320-cdi,266000.0,2007.0,2987.0,173.0,silver,auto,4.0,5.0,diesel,1295.34
3540250,volkswagen,tiguan,112000.0,2010.0,1986.0,125.0,green,auto,5.0,5.0,diesel,1295.34
3540252,audi,tt,209000.0,2008.0,1968.0,125.0,white,man,5.0,5.0,diesel,1295.34
3540253,toyota,land-cruiser,129500.0,2006.0,4164.0,96.0,white,man,3.0,9.0,diesel,1295.34
3540254,volkswagen,golf,218353.0,2010.0,1390.0,90.0,black,man,5.0,5.0,gasoline,1295.34
3540256,skoda,octavia,210300.0,2006.0,1896.0,77.0,black,man,5.0,5.0,diesel,1295.34
3540257,toyota,hilux,141000.0,2013.0,2494.0,106.0,silver,man,5.0,5.0,diesel,1295.34
3540258,volkswagen,golf,133535.0,2014.0,1598.0,77.0,silver,man,5.0,5.0,diesel,1295.34
3540259,bmw,330xd,273000.0,2004.0,1995.0,110.0,silver,man,5.0,5.0,diesel,1295.34
3540261,skoda,superb,216000.0,2004.0,1896.0,96.0,black,auto,4.0,5.0,diesel,1295.34
3540262,volkswagen,passat,75238.0,2014.0,1968.0,130.0,brown,auto,5.0,5.0,diesel,1295.34
3540263,volkswagen,bora,104675.0,2001.0,1598.0,77.0,silver,man,5.0,5.0,gasoline,1295.34
3540264,audi,a6,294920.0,2005.0,2967.0,165.0,silver,auto,5.0,5.0,diesel,1295.34
3540267,citroen,c8,211000.0,2005.0,2946.0,150.0,blue,auto,5.0,8.0,gasoline,1295.34
3540268,volkswagen,touran,227428.0,2011.0,1968.0,103.0,red,man,5.0,5.0,diesel,1295.34
3540269,renault,clio,1.0,2017.0,1149.0,54.0,white,man,5.0,5.0,gasoline,1295.34
3540270,audi,80,340000.0,1997.0,1896.0,66.0,blue,man,2.0,4.0,diesel,1295.34
3540271,volkswagen,passat,189475.0,2011.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3540272,renault,megane,0.0,2017.0,1620.0,151.0,blue,auto,5.0,5.0,gasoline,1295.34
3540273,seat,altea,57873.0,2009.0,1595.0,75.0,black,man,5.0,5.0,gasoline,1295.34
3540274,renault,clio,1.0,2017.0,1149.0,54.0,beige,man,5.0,5.0,gasoline,1295.34
3540276,mercedes-benz,gla200-cdi,16522.0,2016.0,2143.0,130.0,black,auto,5.0,5.0,diesel,1295.34
3540277,volkswagen,sharan,178220.0,2010.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3540278,volvo,c30,89198.0,2007.0,1596.0,74.0,red,man,3.0,4.0,gasoline,1295.34
3540279,volkswagen,passat,197000.0,2012.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3544138,skoda,octavia,209000.0,2006.0,1595.0,75.0,blue,man,5.0,5.0,gasoline,1295.34
3544142,bmw,320d,51000.0,2013.0,1995.0,135.0,white,auto,4.0,5.0,diesel,1295.34
3544143,ford,focus,117975.0,2008.0,2521.0,166.0,orange,man,5.0,5.0,gasoline,1295.34
3544144,ford,focus,192630.0,2008.0,1560.0,80.0,silver,man,5.0,5.0,diesel,1295.34
3544146,skoda,octavia,251000.0,2012.0,1968.0,125.0,white,man,5.0,5.0,diesel,1295.34
3544148,volkswagen,passat,20900.0,2015.0,1968.0,110.0,brown,man,5.0,5.0,diesel,1295.34
3544150,renault,megane,112000.0,2008.0,1461.0,78.0,beige,man,4.0,5.0,diesel,1295.34
3544151,opel,vivaro,292500.0,2007.0,1995.0,84.0,yellow,man,4.0,3.0,diesel,1295.34
3544152,skoda,fabia,255002.0,2001.0,1390.0,55.0,red,man,5.0,5.0,gasoline,1295.34
3544153,volkswagen,passat,23500.0,2015.0,1968.0,110.0,white,man,5.0,5.0,diesel,1295.34
3544154,skoda,octavia,172008.0,2011.0,1595.0,75.0,white,man,5.0,5.0,gasoline,1295.34
3544156,jaguar,x-type,215000.0,2004.0,1998.0,96.0,black,man,5.0,5.0,diesel,1295.34
3544157,skoda,fabia,160000.0,2006.0,1390.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3544160,mercedes-benz,cla220-cdi,249001.0,2003.0,2148.0,85.0,black,man,5.0,5.0,diesel,1295.34
3544161,skoda,octavia,268000.0,2001.0,1896.0,81.0,blue,man,5.0,5.0,diesel,1295.34
3544163,skoda,felicia,69000.0,1996.0,1289.0,50.0,red,man,5.0,5.0,gasoline,1295.34
3544164,bmw,x5,250349.0,2009.0,2993.0,210.0,white,auto,5.0,5.0,diesel,1295.34
3544165,hyundai,i30,6245.0,2016.0,1582.0,81.0,silver,man,5.0,5.0,diesel,1295.34
3544166,peugeot,3008,12000.0,2012.0,1598.0,115.0,red,man,5.0,5.0,gasoline,1295.34
3544167,peugeot,307,229311.0,2004.0,1560.0,80.0,blue,man,5.0,5.0,diesel,1295.34
3544169,volkswagen,caddy,110600.0,2011.0,1596.0,75.0,silver,man,4.0,2.0,diesel,1295.34
3544170,toyota,corolla-verso,79500.0,2007.0,2231.0,130.0,silver,man,5.0,7.0,diesel,1295.34
3544172,volkswagen,transporter,220000.0,2005.0,1896.0,77.0,blue,man,5.0,9.0,diesel,1295.34
3544173,skoda,fabia,117000.0,2006.0,1198.0,47.0,silver,man,5.0,5.0,gasoline,1295.34
3544175,smart,forfour,210686.0,2005.0,1332.0,70.0,black,man,5.0,5.0,gasoline,1295.34
3544178,skoda,fabia,131930.0,2004.0,1390.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3544179,honda,cr-v,175906.0,2007.0,2204.0,103.0,blue,man,5.0,5.0,diesel,1295.34
3544180,toyota,avensis,0.0,2017.0,1998.0,105.0,black,man,5.0,5.0,diesel,1295.34
3544181,peugeot,208,43000.0,2013.0,1397.0,70.0,black,man,5.0,5.0,gasoline,1295.34
3544182,dacia,sandero,55072.0,2013.0,1149.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3544188,ford,kuga,153900.0,2011.0,1997.0,103.0,white,man,5.0,5.0,diesel,1295.34
3544189,fiat,stilo,188881.0,2005.0,1910.0,85.0,blue,man,5.0,5.0,diesel,1295.34
3544190,ford,c-max,99912.0,2010.0,1798.0,92.0,black,man,5.0,5.0,gasoline,1295.34
3544191,bmw,320d,184000.0,2002.0,1995.0,110.0,white,man,4.0,5.0,diesel,1295.34
3544192,skoda,roomster,138102.0,2010.0,1197.0,77.0,blue,man,5.0,5.0,gasoline,1295.34
3544194,peugeot,206,231123.0,2004.0,1124.0,44.0,black,man,3.0,5.0,gasoline,1295.34
3544195,kia,sportage,9.0,2017.0,1685.0,130.0,white,auto,5.0,5.0,diesel,1295.34
3544196,ford,c-max,140931.0,2009.0,1798.0,92.0,black,man,5.0,5.0,gasoline,1295.34
3544197,mini,cooper-s,99240.0,2006.0,1598.0,128.0,yellow,man,3.0,4.0,gasoline,1295.34
3544198,ford,s-max,183313.0,2013.0,1997.0,120.0,white,man,5.0,5.0,diesel,1295.34
3544199,opel,corsa,15479.0,2015.0,1229.0,63.0,white,man,5.0,5.0,gasoline,1295.34
3544200,mazda,3,194042.0,2007.0,1598.0,77.0,silver,man,5.0,5.0,gasoline,1295.34
3544201,fiat,bravo,159107.0,2007.0,1910.0,88.0,brown,man,5.0,5.0,diesel,1295.34
3544202,land-rover,freelander,174322.0,2007.0,2179.0,118.0,blue,man,5.0,5.0,diesel,1295.34
3544203,volvo,xc60,178719.0,2008.0,2400.0,120.0,white,man,5.0,5.0,diesel,1295.34
3544204,mazda,2,111460.0,2006.0,1998.0,81.0,silver,man,5.0,7.0,diesel,1295.34
3544205,renault,megane,147000.0,2002.0,1598.0,83.0,red,man,3.0,5.0,gasoline,1295.34
3544206,bmw,330xd,171009.0,2003.0,1995.0,105.0,blue,man,2.0,5.0,gasoline,1295.34
3544208,peugeot,306,299106.0,1998.0,1905.0,50.0,silver,man,5.0,5.0,diesel,1295.34
3544209,mercedes-benz,e320-cdi,260589.0,2003.0,3222.0,150.0,silver,auto,4.0,5.0,diesel,1295.34
3544212,seat,leon,194000.0,2008.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3544213,audi,a6,252000.0,2004.0,2496.0,120.0,black,man,5.0,5.0,diesel,1295.34
3544214,citroen,c1,134000.0,2007.0,1398.0,40.0,red,man,5.0,4.0,diesel,1295.34
3544215,renault,espace,251000.0,2004.0,2188.0,110.0,silver,man,5.0,5.0,diesel,1295.34
3544217,skoda,fabia,155543.0,2005.0,1198.0,40.0,beige,man,5.0,5.0,gasoline,1295.34
3544219,ford,tourneo-courier,5.0,2017.0,998.0,74.0,red,man,5.0,5.0,gasoline,1295.34
3544220,skoda,superb,208780.0,2013.0,1598.0,77.0,white,auto,5.0,5.0,diesel,1295.34
3544221,citroen,c4-picasso,29466.0,2011.0,1598.0,88.0,brown,man,5.0,5.0,gasoline,1295.34
3544222,skoda,octavia,273000.0,2008.0,1896.0,77.0,silver,man,5.0,5.0,diesel,1295.34
3544224,mercedes-benz,e200-cdi,276123.0,2001.0,2148.0,105.0,black,man,5.0,5.0,diesel,1295.34
3544225,chevrolet,aveo,59281.0,2010.0,1206.0,62.0,red,man,4.0,5.0,gasoline,1295.34
3544226,hyundai,i20,12098.0,2014.0,1248.0,62.0,orange,man,5.0,5.0,gasoline,1295.34
3544227,skoda,fabia,69187.0,2001.0,1397.0,50.0,red,man,5.0,5.0,gasoline,1295.34
3544229,toyota,yaris,91837.0,2010.0,1000.0,51.0,red,man,5.0,5.0,gasoline,1295.34
3544231,volkswagen,touran,126475.0,2013.0,2000.0,103.0,red,man,5.0,5.0,diesel,1295.34
3544232,volkswagen,touran,150907.0,2006.0,2000.0,103.0,blue,man,5.0,7.0,diesel,1295.34
3544233,renault,clio,35000.0,2008.0,1149.0,43.0,red,man,5.0,5.0,gasoline,1295.34
3544236,skoda,fabia,176026.0,2008.0,1198.0,51.0,red,man,5.0,5.0,gasoline,1295.34
3544238,ford,fiesta,9900.0,2015.0,998.0,74.0,blue,man,5.0,5.0,gasoline,1295.34
3544239,volkswagen,passat,210450.0,1997.0,1896.0,66.0,green,man,5.0,5.0,diesel,1295.34
3544241,ford,mondeo,76000.0,2011.0,1560.0,85.0,silver,man,5.0,5.0,diesel,1295.34
3544242,volkswagen,touran,212791.0,2009.0,1968.0,103.0,silver,auto,5.0,7.0,diesel,1295.34
3544243,mazda,3,104000.0,2008.0,1598.0,77.0,silver,man,5.0,5.0,gasoline,1295.34
3544244,ford,galaxy,149990.0,2012.0,1997.0,120.0,white,auto,5.0,7.0,diesel,1295.34
3544245,hyundai,i20,59352.0,2014.0,1248.0,62.0,white,man,5.0,5.0,gasoline,1295.34
3544246,toyota,rav4,50986.0,2015.0,2231.0,110.0,black,auto,5.0,5.0,diesel,1295.34
3544247,citroen,xsara,209615.0,1998.0,1360.0,55.0,red,man,5.0,5.0,gasoline,1295.34
3544249,fiat,panda,121379.0,2006.0,1242.0,44.0,black,man,5.0,4.0,gasoline,1295.34
3544250,volkswagen,tiguan,52000.0,2015.0,1968.0,81.0,black,man,5.0,5.0,diesel,1295.34
3544251,ford,focus,128410.0,2010.0,1596.0,74.0,white,man,5.0,5.0,gasoline,1295.34
3544253,toyota,rav4,319000.0,2007.0,2231.0,100.0,black,man,5.0,5.0,diesel,1295.34
3544255,ford,fusion,130532.0,2009.0,1388.0,59.0,silver,man,5.0,5.0,gasoline,1295.34
3544256,renault,thalia,124846.0,2005.0,1390.0,55.0,blue,man,4.0,5.0,gasoline,1295.34
3544257,audi,tt,217911.0,2002.0,1781.0,132.0,black,man,3.0,4.0,gasoline,1295.34
3544258,volkswagen,new-beetle,125000.0,2003.0,1984.0,85.0,blue,man,2.0,4.0,gasoline,1295.34
3544260,volkswagen,passat,192800.0,2005.0,1968.0,103.0,silver,man,4.0,5.0,diesel,1295.34
3544261,peugeot,807,265000.0,2005.0,2179.0,94.0,silver,man,5.0,7.0,diesel,1295.34
3544262,audi,a3,102111.0,2013.0,1968.0,110.0,brown,man,5.0,5.0,diesel,1295.34
3544263,bmw,x5,105400.0,2010.0,2993.0,180.0,brown,auto,5.0,5.0,diesel,1295.34
3544264,audi,200,80225.0,2015.0,2967.0,200.0,black,auto,5.0,7.0,diesel,1295.34
3544265,skoda,rapid,35116.0,2014.0,1197.0,63.0,black,man,5.0,5.0,gasoline,1295.34
3544266,mercedes-benz,vito,311170.0,2011.0,2143.0,120.0,blue,man,5.0,5.0,diesel,1295.34
3544267,skoda,fabia,133437.0,2003.0,1984.0,85.0,blue,man,5.0,5.0,gasoline,1295.34
3544268,seat,ibiza,110000.0,2011.0,1198.0,51.0,black,man,5.0,5.0,gasoline,1295.34
3544269,hyundai,i10,120000.0,2009.0,1086.0,48.0,red,man,5.0,5.0,gasoline,1295.34
3544271,renault,laguna,50037.0,2011.0,2000.0,131.0,beige,man,5.0,5.0,diesel,1295.34
3544272,toyota,avensis,204000.0,2001.0,1794.0,95.0,green,man,5.0,5.0,gasoline,1295.34
3544274,volvo,v60,7.0,2017.0,1998.0,140.0,blue,auto,5.0,5.0,diesel,1295.34
3544275,alfa-romeo,147,189932.0,2005.0,1910.0,110.0,brown,man,3.0,5.0,diesel,1295.34
3544276,fiat,punto,118000.0,2000.0,1242.0,44.0,blue,man,5.0,5.0,gasoline,1295.34
3544277,citroen,berlingo,1100.0,2016.0,1560.0,73.0,silver,auto,5.0,5.0,diesel,1295.34
3544278,volkswagen,lupo,170000.0,2003.0,999.0,37.0,black,man,3.0,5.0,gasoline,1295.34
